Component, CC
net.sf.freecol.client.gui.sound.SfxLibrary,3
net.sf.freecol.client.gui.action.NewAction,3
net.sf.freecol.server.ai.IndianAIPlayer,18
net.sf.freecol.common.model.Goods,15
net.sf.freecol.client.gui.action.ImprovementAction,6
net.sf.freecol.client.gui.action.MoveSouthWestAction,3
net.sf.freecol.client.gui.action.SkipUnitAction,8
net.sf.freecol.common.networking.AttackMessage,8
net.sf.freecol.client.gui.animation.UnitMoveAnimation,6
net.sf.freecol.common.networking.UpdateTradeRouteMessage,5
net.sf.freecol.client.gui.i18n.DualNumberRule,4
net.sf.freecol.server.FreeColServer,105
net.sf.freecol.client.gui.action.ReportHistoryAction,4
net.sf.freecol.client.FreeColClient,76
net.sf.freecol.common.FreeColException,1
net.sf.freecol.common.model.Limit,15
net.sf.freecol.client.gui.plaf.FreeColSelectedPanelUI,1
net.sf.freecol.common.model.ProductionMap,5
net.sf.freecol.server.generator.SimpleMapGenerator,39
net.sf.freecol.client.gui.plaf.FreeColButtonUI,5
net.sf.freecol.common.io.Mods,7
net.sf.freecol.common.networking.StatisticsMessage,3
net.sf.freecol.server.generator.LandGenerator,9
net.sf.freecol.client.gui.panel.UnitLabel,38
net.sf.freecol.common.networking.MissionaryMessage,14
net.sf.freecol.client.gui.i18n.PluralNumberRule,4
net.sf.freecol.client.gui.panel.ReportCargoPanel,14
net.sf.freecol.client.gui.panel.ColopediaDetailPanel,1
net.sf.freecol.client.gui.panel.BuildingProductionPanel,1
net.sf.freecol.client.gui.i18n.Messages,48
net.sf.freecol.client.gui.action.ImprovementActionType,8
net.sf.freecol.server.model.ServerRegion,3
net.sf.freecol.client.gui.WindowedFrame,2
net.sf.freecol.common.util.Xml,1
net.sf.freecol.client.gui.panel.TradeRouteDialog,13
net.sf.freecol.client.gui.panel.TerrainDetailPanel,1
net.sf.freecol.common.networking.BuyGoodsMessage,8
net.sf.freecol.client.gui.action.DisplayTileTextAction,6
net.sf.freecol.common.networking.SetTradeRoutesMessage,7
net.sf.freecol.common.networking.NewRegionNameMessage,9
net.sf.freecol.client.gui.FreeColMenuBar,17
net.sf.freecol.common.networking.CloseTransactionMessage,5
net.sf.freecol.common.model.TileImprovement,13
net.sf.freecol.client.gui.sound.SoundPlayer,20
net.sf.freecol.common.resources.ResourceFactory,9
net.sf.freecol.client.gui.option.OptionUI,4
net.sf.freecol.common.option.AudioMixerOption,13
net.sf.freecol.tools.MapConverter,7
net.sf.freecol.common.util.Utils,4
net.sf.freecol.client.control.InGameController,322
net.sf.freecol.client.gui.i18n.Number,6
net.sf.freecol.client.gui.plaf.FreeColRadioButtonUI,2
net.sf.freecol.client.gui.panel.PlayersTable,24
net.sf.freecol.common.networking.ChangeStateMessage,4
net.sf.freecol.client.gui.panel.LoadingSavegameDialog,3
net.sf.freecol.common.networking.MoveToAmericaMessage,6
net.sf.freecol.common.networking.EquipUnitMessage,4
net.sf.freecol.client.gui.action.MoveNorthEastAction,3
net.sf.freecol.client.gui.panel.UnitButton,3
net.sf.freecol.client.gui.action.ColopediaUnitAction,2
net.sf.freecol.client.gui.panel.StatusPanel,1
net.sf.freecol.server.model.DiplomacySession,3
net.sf.freecol.client.gui.panel.CargoPanel,11
net.sf.freecol.common.model.Resource,11
net.sf.freecol.client.gui.panel.BuildingSiteToolTip,27
net.sf.freecol.client.gui.action.MapboardAction,6
net.sf.freecol.client.gui.action.ColopediaTerrainAction,2
net.sf.freecol.common.model.GoodsContainer,22
net.sf.freecol.common.networking.BuyPropositionMessage,4
net.sf.freecol.server.ai.AIGoods,9
net.sf.freecol.common.model.UnitTypeChange,10
net.sf.freecol.server.ai.ColonialAIPlayer,32
net.sf.freecol.client.gui.action.TilePopupAction,6
net.sf.freecol.client.gui.action.ExecuteGotoOrdersAction,5
net.sf.freecol.common.networking.NoRouteToServerException,1
net.sf.freecol.client.gui.action.RetireAction,4
net.sf.freecol.common.model.GoodsTradeItem,5
net.sf.freecol.common.resources.FAFileResource,3
net.sf.freecol.server.model.ServerBuilding,17
net.sf.freecol.client.gui.panel.MapControls,18
net.sf.freecol.common.model.Ability,20
net.sf.freecol.client.gui.action.DetermineHighSeasAction,5
net.sf.freecol.client.gui.sound.MusicLibrary,3
net.sf.freecol.server.ai.mission.IdleAtColonyMission,11
net.sf.freecol.client.gui.panel.NationTypeDetailPanel,1
net.sf.freecol.client.gui.action.ChatAction,5
net.sf.freecol.client.gui.panel.BuildQueuePanel,46
net.sf.freecol.client.gui.panel.ReportEducationPanel,5
net.sf.freecol.client.gui.ViewMode,5
net.sf.freecol.common.networking.DeliverGiftMessage,11
net.sf.freecol.common.networking.ServerAPI,11
net.sf.freecol.client.gui.option.SliderOptionUI,1
net.sf.freecol.common.option.RangeOption,9
net.sf.freecol.server.ai.NativeAIPlayer,11
net.sf.freecol.client.gui.panel.ConstructionPanel,24
net.sf.freecol.client.gui.action.DebugCrossBugAction,1
net.sf.freecol.client.gui.action.MiniMapZoomInAction,6
net.sf.freecol.client.gui.option.OptionUpdater,5
net.sf.freecol.common.option.OptionMap,16
net.sf.freecol.client.gui.action.ColopediaResourceAction,19
net.sf.freecol.client.gui.action.SaveAction,5
net.sf.freecol.common.PseudoRandom,1
net.sf.freecol.client.gui.plaf.FreeColLabelUI,1
net.sf.freecol.common.model.SimpleCombatModel,53
net.sf.freecol.common.networking.AbandonColonyMessage,8
net.sf.freecol.client.gui.panel.ReportContinentalCongressPanel,13
net.sf.freecol.client.gui.panel.DragListener,53
net.sf.freecol.client.gui.panel.RecruitDialog,11
net.sf.freecol.client.gui.action.DisbandUnitAction,5
net.sf.freecol.server.model.MercenariesSession,3
net.sf.freecol.server.ai.ColonyPlan,52
net.sf.freecol.client.gui.panel.ImageProvider,1
net.sf.freecol.common.model.Tension,10
net.sf.freecol.client.gui.panel.UnitDetailPanel,1
net.sf.freecol.client.gui.video.VideoListener,1
net.sf.freecol.client.gui.action.MoveSouthAction,3
net.sf.freecol.server.model.LootSession,2
net.sf.freecol.common.model.TileType,37
net.sf.freecol.common.model.Specification,79
net.sf.freecol.common.networking.MoveMessage,19
net.sf.freecol.server.model.TransactionSession,10
net.sf.freecol.common.model.HighScore,7
net.sf.freecol.client.gui.panel.AboutPanel,4
net.sf.freecol.common.model.mission.GoToMission,7
net.sf.freecol.common.model.FreeColGameObject,27
net.sf.freecol.common.networking.DiplomacyMessage,32
net.sf.freecol.client.gui.panel.BuildingPanel,21
net.sf.freecol.client.control.PreGameController,29
net.sf.freecol.common.option.OptionGroup,34
net.sf.freecol.client.gui.plaf.FreeColPopupMenuUI,5
net.sf.freecol.common.model.TileImprovementType,28
net.sf.freecol.client.gui.panel.TrainDialog,8
net.sf.freecol.common.resources.FontResource,9
net.sf.freecol.common.model.Player,168
net.sf.freecol.client.gui.panel.NationCellEditor,2
net.sf.freecol.common.option.AbstractOption,15
net.sf.freecol.server.networking.Server,3
net.sf.freecol.client.gui.animation.UnitAttackAnimation,4
net.sf.freecol.common.model.HighSeas,9
net.sf.freecol.server.ai.GoodsWish,11
net.sf.freecol.client.gui.panel.EditSettlementDialog,14
net.sf.freecol.server.generator.River,13
net.sf.freecol.common.model.ColonyTile,60
net.sf.freecol.common.networking.SellGoodsMessage,8
net.sf.freecol.server.ai.mission.DefendSettlementMission,20
net.sf.freecol.common.networking.SellMessage,6
net.sf.freecol.client.gui.panel.LabourData,10
net.sf.freecol.client.gui.action.ScaleMapAction,9
net.sf.freecol.client.gui.sound.Playlist,1
net.sf.freecol.client.gui.action.ReportIndianAction,3
net.sf.freecol.server.generator.IMapGenerator,2
net.sf.freecol.common.model.AbstractUnit,9
net.sf.freecol.client.gui.option.UnitListOptionUI,4
net.sf.freecol.client.gui.panel.FreeColImageBorder,2
net.sf.freecol.common.model.NationType,18
net.sf.freecol.client.gui.panel.FreeColPanel,40
net.sf.freecol.server.control.UserConnectionHandler,7
net.sf.freecol.client.gui.panel.AdvantageCellEditor,5
net.sf.freecol.common.util.Introspector,4
net.sf.freecol.client.gui.panel.DefaultTransferHandler,19
net.sf.freecol.client.gui.option.LanguageOptionUI,10
net.sf.freecol.common.networking.DeclineMoundsMessage,3
net.sf.freecol.client.gui.action.ReportTurnAction,4
net.sf.freecol.common.networking.ChangeWorkTypeMessage,3
net.sf.freecol.common.resources.Resource,5
net.sf.freecol.client.gui.WindowedFrameListener,2
net.sf.freecol.client.gui.option.ListOptionUI,12
net.sf.freecol.client.gui.panel.ServerListPanel,1
net.sf.freecol.common.model.Nation,20
net.sf.freecol.client.gui.i18n.Relation,3
net.sf.freecol.client.gui.panel.ColopediaPanel,67
net.sf.freecol.server.ai.mission.PioneeringMission,32
net.sf.freecol.server.model.TradeSession,3
net.sf.freecol.server.ai.ValuedAIObject,4
net.sf.freecol.client.gui.action.DeclareIndependenceAction,5
net.sf.freecol.client.gui.panel.ReportTradePanel,12
net.sf.freecol.client.gui.action.ChangeAction,5
net.sf.freecol.server.ai.NewAIPlayer,23
net.sf.freecol.common.option.StringOption,18
net.sf.freecol.client.gui.panel.IndianSettlementPanel,15
net.sf.freecol.server.control.PreGameInputHandler,8
net.sf.freecol.client.gui.panel.ReportHighScoresPanel,10
net.sf.freecol.common.model.UnitType,53
net.sf.freecol.metaserver.MetaItem,1
net.sf.freecol.common.model.BuildingType,34
net.sf.freecol.client.gui.panel.DeclarationDialog,5
net.sf.freecol.common.model.Monarch,29
net.sf.freecol.client.gui.FreeColMenuTest,8
net.sf.freecol.common.model.SettlementType,12
net.sf.freecol.common.model.Ownable,2
net.sf.freecol.common.io.FreeColModFile,8
net.sf.freecol.common.model.Region,14
net.sf.freecol.common.networking.GetTransactionMessage,6
net.sf.freecol.common.networking.MonarchActionMessage,9
net.sf.freecol.client.gui.panel.NationDetailPanel,1
net.sf.freecol.common.networking.ChangeWorkImprovementTypeMessage,3
net.sf.freecol.common.networking.JoinColonyMessage,6
net.sf.freecol.common.model.pathfinding.GoalDecider,3
net.sf.freecol.client.gui.panel.ResourcesDetailPanel,1
net.sf.freecol.client.gui.panel.WorkProductionPanel,13
net.sf.freecol.server.model.ServerEurope,6
net.sf.freecol.tools.FSGConverter,1
net.sf.freecol.client.gui.action.WaitAction,5
net.sf.freecol.common.resources.VideoResource,4
net.sf.freecol.client.gui.action.QuitAction,5
net.sf.freecol.client.gui.panel.GoodsDetailPanel,3
net.sf.freecol.common.model.pathfinding.BaseCostDecider,16
net.sf.freecol.client.gui.action.EndTurnAction,3
net.sf.freecol.client.gui.ImageLibrary,44
net.sf.freecol.client.gui.panel.ColopediaTreeCellRenderer,3
net.sf.freecol.client.gui.panel.ReportMilitaryPanel,19
net.sf.freecol.client.gui.action.MapControlsAction,6
net.sf.freecol.client.gui.panel.OptionsDialog,19
net.sf.freecol.common.resources.ResourceManager,26
net.sf.freecol.client.gui.panel.MonarchPanel,7
net.sf.freecol.common.model.GoodsLocation,5
net.sf.freecol.client.gui.plaf.FreeColScrollPaneUI,2
net.sf.freecol.client.gui.panel.AbstractGoodsLabel,2
net.sf.freecol.client.gui.panel.FatherDetailPanel,4
net.sf.freecol.common.model.FreeColObject,27
net.sf.freecol.client.gui.action.MoveEastAction,3
net.sf.freecol.client.gui.action.DisplayBordersAction,24
net.sf.freecol.client.gui.CanvasMouseListener,8
net.sf.freecol.common.model.TileItemContainer,23
net.sf.freecol.common.model.IndianSettlement,91
net.sf.freecol.client.gui.action.ShowMainAction,5
net.sf.freecol.common.model.TradeRouteStop,2
net.sf.freecol.client.gui.action.FortifyAction,8
net.sf.freecol.common.model.Consumer,9
net.sf.freecol.client.gui.i18n.Rule,3
net.sf.freecol.client.gui.panel.TradeRouteInputDialog,17
net.sf.freecol.client.gui.action.GotoTileAction,6
net.sf.freecol.common.model.DiplomaticTrade,5
net.sf.freecol.client.gui.panel.RiverStylePanel,5
net.sf.freecol.client.gui.action.DisplayTileRegionsAction,1
net.sf.freecol.client.gui.panel.SelectAmountDialog,8
net.sf.freecol.client.gui.action.SelectableAction,6
net.sf.freecol.client.gui.action.TradeRouteAction,3
net.sf.freecol.client.gui.panel.ImageSelection,1
net.sf.freecol.common.networking.EmigrateUnitMessage,8
net.sf.freecol.common.model.ExportData,3
net.sf.freecol.common.model.Colony,177
net.sf.freecol.server.ai.WorkLocationPlan,15
net.sf.freecol.common.model.Scope,8
net.sf.freecol.client.networking.Client,3
net.sf.freecol.client.gui.action.AssignTradeRouteAction,5
net.sf.freecol.tools.TranslationReport,1
net.sf.freecol.common.io.FreeColDataFile,22
net.sf.freecol.client.gui.OutForAnimationCallback,1
net.sf.freecol.common.util.EmptyIterator,1
net.sf.freecol.server.model.DemandSession,1
net.sf.freecol.common.networking.DebugForeignColonyMessage,3
net.sf.freecol.common.model.AbstractGoods,9
net.sf.freecol.server.ai.AIColony,73
net.sf.freecol.client.gui.panel.MapGeneratorOptionsDialog,20
net.sf.freecol.common.util.ReplayableInputStream,1
net.sf.freecol.common.model.mission.ImprovementMission,4
net.sf.freecol.client.gui.action.ClearOrdersAction,6
net.sf.freecol.tools.FlagTest,2
net.sf.freecol.server.ai.goal.ManageMissionariesGoal,7
net.sf.freecol.client.gui.panel.ColonyPanel,134
net.sf.freecol.client.gui.action.ColopediaFatherAction,2
net.sf.freecol.common.networking.SpySettlementMessage,8
net.sf.freecol.common.model.TradeItem,4
net.sf.freecol.server.ai.AIInGameInputHandler,21
net.sf.freecol.client.control.InGameInputHandler,121
net.sf.freecol.common.model.PlayerExploredTile,13
net.sf.freecol.client.gui.action.ShowDifficultyAction,5
net.sf.freecol.client.gui.plaf.FreeColCheckBoxUI,2
net.sf.freecol.common.model.IndianNationType,28
net.sf.freecol.common.model.BuildableType,21
net.sf.freecol.common.networking.GetNationSummaryMessage,3
net.sf.freecol.server.ai.EuropeanAIPlayer,45
net.sf.freecol.server.ai.mission.UnitWanderMission,10
net.sf.freecol.client.gui.plaf.FreeColListUI,5
net.sf.freecol.server.model.ServerModelObject,3
net.sf.freecol.client.gui.panel.ReportTurnPanel,23
net.sf.freecol.client.gui.panel.ColorCellEditor,3
net.sf.freecol.common.model.RandomRange,3
net.sf.freecol.client.gui.i18n.OtherNumberRule,4
net.sf.freecol.client.gui.panel.ColorCellRenderer,2
net.sf.freecol.common.model.ModelMessage,18
net.sf.freecol.common.model.LastSale,7
net.sf.freecol.client.gui.action.ToggleViewModeAction,5
net.sf.freecol.common.model.Features,1
net.sf.freecol.client.gui.TilePopup,53
net.sf.freecol.common.model.FeatureContainer,15
net.sf.freecol.client.gui.GUIMessage,1
net.sf.freecol.client.gui.panel.ReportNavalPanel,17
net.sf.freecol.client.gui.panel.BuildingToolTip,31
net.sf.freecol.client.gui.action.FreeColAction,12
net.sf.freecol.client.gui.panel.WarehouseDialog,6
net.sf.freecol.server.ai.mission.UnitWanderHostileMission,14
net.sf.freecol.common.model.Europe,44
net.sf.freecol.client.gui.option.OptionMapUI,17
net.sf.freecol.server.FreeColServerControllers,2
net.sf.freecol.server.control.ChangeSet,35
net.sf.freecol.server.control.ServerModelController,23
net.sf.freecol.common.networking.PayForBuildingMessage,3
net.sf.freecol.common.networking.MoveToEuropeMessage,8
net.sf.freecol.common.networking.RenameMessage,3
net.sf.freecol.client.gui.action.DisplayTileEmptyAction,1
net.sf.freecol.common.networking.TrainUnitInEuropeMessage,4
net.sf.freecol.client.gui.option.OptionGroupUI,28
net.sf.freecol.client.gui.MessageLabel,1
net.sf.freecol.client.gui.action.MiniMapChangeBackgroundAction,2
net.sf.freecol.client.gui.action.ZoomOutAction,8
net.sf.freecol.server.ai.ColonyProfile,4
net.sf.freecol.client.gui.i18n.Selector,4
net.sf.freecol.client.gui.action.GotoAction,4
net.sf.freecol.client.gui.action.ReportForeignAction,3
net.sf.freecol.server.ai.mission.PrivateerMission,26
net.sf.freecol.client.gui.action.DisplayTileOwnersAction,1
net.sf.freecol.common.model.mission.Mission,4
net.sf.freecol.client.gui.action.MoveNorthWestAction,3
net.sf.freecol.server.networking.DummyConnection,4
net.sf.freecol.client.gui.option.PercentageOptionUI,9
net.sf.freecol.server.model.ServerColony,61
net.sf.freecol.common.model.NationSummary,5
net.sf.freecol.server.ai.goal.GotoAdjacentGoal,6
net.sf.freecol.client.gui.panel.EuropePanel,52
net.sf.freecol.client.gui.action.ChangeWindowedModeAction,5
net.sf.freecol.common.networking.NewLandNameMessage,9
net.sf.freecol.common.option.ListOptionSelector,2
net.sf.freecol.client.gui.panel.ColopediaTreeItem,7
net.sf.freecol.client.gui.action.ReportMilitaryAction,3
net.sf.freecol.common.networking.EmbarkMessage,12
net.sf.freecol.client.gui.action.ColopediaNationAction,2
net.sf.freecol.server.ai.AIUnit,11
net.sf.freecol.client.gui.plaf.FreeColBrightPanelUI,5
net.sf.freecol.common.networking.WorkMessage,4
net.sf.freecol.client.gui.video.Video,1
net.sf.freecol.client.gui.option.FileOptionUI,9
net.sf.freecol.common.option.FileOption,7
net.sf.freecol.client.gui.panel.BuildingDetailPanel,1
net.sf.freecol.tools.InstallerTranslations,8
net.sf.freecol.server.ai.mission.WorkInsideColonyMission,7
net.sf.freecol.client.gui.Canvas,106
net.sf.freecol.common.model.mission.MissionManager,3
net.sf.freecol.client.gui.panel.ReportHistoryPanel,5
net.sf.freecol.client.gui.action.ReportEducationAction,1
net.sf.freecol.client.gui.panel.GameOptionsDialog,17
net.sf.freecol.server.control.FreeColServerHolder,2
net.sf.freecol.common.option.AbstractUnitOption,7
net.sf.freecol.client.gui.i18n.NumberRules,6
net.sf.freecol.client.gui.panel.SelectDestinationDialog,24
net.sf.freecol.common.resources.AudioResource,5
net.sf.freecol.client.gui.action.DisplayGridAction,6
net.sf.freecol.client.gui.panel.PreCombatDialog,9
net.sf.freecol.client.gui.action.ReportProductionAction,4
net.sf.freecol.client.gui.menu.DebugMenu,43
net.sf.freecol.client.gui.panel.ChoiceDialog,5
net.sf.freecol.client.gui.FAFile,2
net.sf.freecol.client.gui.panel.ClientOptionsDialog,19
net.sf.freecol.client.gui.plaf.FreeColComboBoxUI,2
net.sf.freecol.common.io.FreeColSavegameFile,7
net.sf.freecol.client.gui.animation.Animations,6
net.sf.freecol.common.model.BuildQueue,17
net.sf.freecol.common.option.IntegerOption,16
net.sf.freecol.client.gui.option.FreeColActionUI,11
net.sf.freecol.server.ai.mission.Mission,31
net.sf.freecol.server.generator.TerrainGenerator,31
net.sf.freecol.common.model.Game,64
net.sf.freecol.common.networking.SetDestinationMessage,6
net.sf.freecol.common.model.UnitLocation,14
net.sf.freecol.server.ai.WorkerWish,11
net.sf.freecol.common.networking.IndianDemandMessage,5
net.sf.freecol.client.gui.panel.CompactLabourReport,23
net.sf.freecol.client.gui.panel.DifficultyDialog,39
net.sf.freecol.client.gui.option.AudioMixerOptionUI,11
net.sf.freecol.common.option.PercentageOption,11
net.sf.freecol.common.model.Feature,17
net.sf.freecol.client.gui.menu.MapEditorMenuBar,1
net.sf.freecol.client.gui.plaf.FreeColComboBoxRenderer,3
net.sf.freecol.client.gui.action.MoveNorthAction,3
net.sf.freecol.common.model.DifficultyLevel,14
net.sf.freecol.client.gui.panel.StartGamePanel,14
net.sf.freecol.client.gui.action.DisplayTileNamesAction,1
net.sf.freecol.client.gui.i18n.DefaultNumberRule,5
net.sf.freecol.client.gui.action.AboutAction,4
net.sf.freecol.common.networking.SetBuildQueueMessage,3
net.sf.freecol.common.model.Modifier,18
net.sf.freecol.client.gui.option.RangeOptionUI,10
net.sf.freecol.client.gui.panel.MainPanel,7
net.sf.freecol.client.gui.action.ColopediaBuildingAction,2
net.sf.freecol.client.gui.panel.TilePanel,15
net.sf.freecol.server.generator.RiverSection,4
net.sf.freecol.client.gui.action.MoveAction,6
net.sf.freecol.server.ai.mission.IndianDemandMission,26
net.sf.freecol.FreeCol,44
net.sf.freecol.client.gui.panel.ErrorPanel,8
net.sf.freecol.server.model.ServerUnit,63
net.sf.freecol.client.gui.action.ReportCargoAction,4
net.sf.freecol.client.gui.panel.ReportIndianPanel,27
net.sf.freecol.common.model.MarketData,15
net.sf.freecol.common.networking.ClearSpecialityMessage,4
net.sf.freecol.common.model.WorkLocation,13
net.sf.freecol.client.gui.action.ReportRequirementsAction,3
net.sf.freecol.client.gui.InGameMenuBar,25
net.sf.freecol.client.control.PreGameInputHandler,13
net.sf.freecol.server.ai.AIPlayer,30
net.sf.freecol.client.gui.menu.FreeColMenuTest,1
net.sf.freecol.common.model.ProductionCache,7
net.sf.freecol.server.model.ServerGame,27
net.sf.freecol.client.gui.panel.ConceptDetailPanel,4
net.sf.freecol.client.gui.action.ContinueAction,2
net.sf.freecol.client.gui.panel.ReportLabourPanel,14
net.sf.freecol.client.gui.menu.FreeColMenuBar,2
net.sf.freecol.client.Worker,1
net.sf.freecol.common.model.ModelController,11
net.sf.freecol.common.model.Plunder,2
net.sf.freecol.common.option.Option,9
net.sf.freecol.client.gui.plaf.FreeColTableUI,2
net.sf.freecol.server.control.InGameController,337
net.sf.freecol.server.generator.MapGenerator,37
net.sf.freecol.common.networking.DemandTributeMessage,12
net.sf.freecol.common.model.FreeColGameObjectListener,1
net.sf.freecol.server.ai.mission.IndianBringGiftMission,27
net.sf.freecol.client.gui.plaf.FreeColTableHeaderUI,2
net.sf.freecol.server.control.InputHandler,4
net.sf.freecol.client.gui.action.ReportTradeAction,3
net.sf.freecol.server.ai.mission.TransportMission,60
net.sf.freecol.common.networking.SetGoodsLevelsMessage,3
net.sf.freecol.client.ClientOptions,46
net.sf.freecol.server.ai.Wish,7
net.sf.freecol.common.resources.ColorResource,6
net.sf.freecol.common.logging.DefaultHandler,3
net.sf.freecol.common.model.TradeRoute,20
net.sf.freecol.server.generator.MapGeneratorOptions,10
net.sf.freecol.client.gui.panel.ReportRequirementsPanel,27
net.sf.freecol.client.gui.action.ReportExplorationAction,4
net.sf.freecol.client.gui.panel.FindSettlementDialog,17
net.sf.freecol.common.networking.Connection,7
net.sf.freecol.server.ai.REFAIPlayer,16
net.sf.freecol.common.networking.AssignTradeRouteMessage,7
